base,esquema,tipo,nombre
catastro_gdl,informix,TABLA,c_recargospaso
catastro_gdl,informix,TABLA,c_recaud
catastro_gdl,informix,TABLA,c_reclic
catastro_gdl,informix,TABLA,c_recmens
catastro_gdl,informix,TABLA,c_reldinconf_movin
catastro_gdl,informix,TABLA,c_reqpredial_obs
catastro_gdl,informix,TABLA,c_rgosrespal
catastro_gdl,informix,TABLA,c_saldosafavor
catastro_gdl,informix,TABLA,c_scian
catastro_gdl,informix,TABLA,c_sector
catastro_gdl,informix,TABLA,c_subsector
catastro_gdl,informix,TABLA,c_subzonas
catastro_gdl,informix,TABLA,c_tasas
catastro_gdl,informix,TABLA,c_tasas_progre
catastro_gdl,informix,TABLA,c_tipobloqueo
catastro_gdl,informix,TABLA,c_tipocons
catastro_gdl,informix,TABLA,c_tipoinconf
catastro_gdl,informix,TABLA,c_tipolote
catastro_gdl,informix,TABLA,c_tiposdosfavor
catastro_gdl,informix,TABLA,c_tipotramite
catastro_gdl,informix,TABLA,c_trans_multa_desc
catastro_gdl,informix,TABLA,c_transp
catastro_gdl,informix,TABLA,c_transpfactor
catastro_gdl,informix,TABLA,c_usopred
catastro_gdl,informix,TABLA,c_usos
catastro_gdl,informix,TABLA,c_valcall
catastro_gdl,informix,TABLA,c_valoreslic
catastro_gdl,informix,TABLA,c_valoreslic1
catastro_gdl,informix,TABLA,c_valuadores
catastro_gdl,informix,TABLA,c_vispdf
catastro_gdl,informix,TABLA,c_zonas
catastro_gdl,informix,TABLA,cajapredtx
catastro_gdl,informix,TABLA,calledom_nocod
catastro_gdl,informix,TABLA,calleubi_nocod
catastro_gdl,informix,TABLA,cambio_cvecatnva
catastro_gdl,informix,TABLA,canc_masiva_req
catastro_gdl,informix,TABLA,cartainvitacion
catastro_gdl,informix,TABLA,cartainvpredial
catastro_gdl,informix,TABLA,cartas
catastro_gdl,informix,TABLA,cartasdic
catastro_gdl,informix,TABLA,cartasdilig
catastro_gdl,informix,TABLA,cartograf
catastro_gdl,informix,TABLA,catastro
catastro_gdl,informix,TABLA,catastro_res
catastro_gdl,informix,TABLA,catastro_resh
catastro_gdl,informix,TABLA,centro_historico
catastro_gdl,informix,TABLA,certificaciones
catastro_gdl,informix,TABLA,cfs_400
catastro_gdl,informix,TABLA,cg_valmodif_detsaldos
catastro_gdl,informix,TABLA,cheqpag
catastro_gdl,informix,TABLA,clave_inegi
catastro_gdl,informix,TABLA,claves
catastro_gdl,informix,TABLA,cmm_400nvo
catastro_gdl,informix,TABLA,cobro_normal_bf
catastro_gdl,informix,TABLA,codifica_zona
catastro_gdl,informix,TABLA,codigotransmp
catastro_gdl,informix,TABLA,compolds2019
catastro_gdl,informix,TABLA,conc_diario_predial
catastro_gdl,informix,TABLA,condominio
catastro_gdl,informix,TABLA,condomio_reyes_cotizar
catastro_gdl,informix,TABLA,conducta_predialxdia
catastro_gdl,informix,TABLA,confactos
catastro_gdl,informix,TABLA,cons_bit_predio
catastro_gdl,informix,TABLA,consavaext
catastro_gdl,informix,TABLA,consmovil
catastro_gdl,informix,TABLA,constancias
catastro_gdl,informix,TABLA,construc
catastro_gdl,informix,TABLA,construc_2018
catastro_gdl,informix,TABLA,construc_carto
catastro_gdl,informix,TABLA,construc_temp
catastro_gdl,informix,TABLA,contrib
catastro_gdl,informix,TABLA,control_lic2005
catastro_gdl,informix,TABLA,control_revanun
catastro_gdl,informix,TABLA,control_revlic2005
catastro_gdl,informix,TABLA,control_valade2005
catastro_gdl,informix,TABLA,controladora
catastro_gdl,informix,TABLA,conv_detsaldos
catastro_gdl,informix,TABLA,conv_detsallic
catastro_gdl,informix,TABLA,convcta
catastro_gdl,informix,TABLA,convcta2
catastro_gdl,informix,TABLA,convcta_2
catastro_gdl,informix,TABLA,convcta_caso
catastro_gdl,informix,TABLA,convcta_caso19062020
catastro_gdl,informix,TABLA,convcta_casopaso
catastro_gdl,informix,TABLA,convcta_compara
catastro_gdl,informix,TABLA,convctachg
catastro_gdl,informix,TABLA,convenios
catastro_gdl,informix,TABLA,convrpp
catastro_gdl,informix,TABLA,convrpp_estado
catastro_gdl,informix,TABLA,convrpp_h
catastro_gdl,informix,TABLA,correo_aviso
catastro_gdl,informix,TABLA,correoctas
catastro_gdl,informix,TABLA,corrige_1
catastro_gdl,informix,TABLA,corrige_2
catastro_gdl,informix,TABLA,cp_correos
catastro_gdl,informix,TABLA,cta_especial_tran1
catastro_gdl,informix,TABLA,cta_especial_trans
catastro_gdl,informix,TABLA,ctaempexterna
catastro_gdl,informix,TABLA,ctapoligono
catastro_gdl,informix,TABLA,ctapredial_rec2008
catastro_gdl,informix,TABLA,ctapub_c_indic
catastro_gdl,informix,TABLA,ctapub_indic
catastro_gdl,informix,TABLA,ctapub_titulos
catastro_gdl,informix,TABLA,ctas_paso
catastro_gdl,informix,TABLA,ctaslinea3
catastro_gdl,informix,TABLA,ctasxindentificar
catastro_gdl,informix,TABLA,ctrl_reqlicencias
catastro_gdl,informix,TABLA,ctrl_reqpredial
catastro_gdl,informix,TABLA,ctrol_reg_tramite
catastro_gdl,informix,TABLA,ctrol_regprop
catastro_gdl,informix,TABLA,ctrol_reval2010
catastro_gdl,informix,TABLA,cuentapublica
catastro_gdl,informix,TABLA,cuentas
catastro_gdl,informix,TABLA,cuentas11
catastro_gdl,informix,TABLA,cuentas_abs_mov
catastro_gdl,informix,TABLA,cuentas_afectadas
catastro_gdl,informix,TABLA,cuentas_bloq_h
catastro_gdl,informix,TABLA,cuentas_bloq_remate
catastro_gdl,informix,TABLA,cuentas_bloqint
catastro_gdl,informix,TABLA,cuentas_circulando
catastro_gdl,informix,TABLA,cuentas_entrevista_tesorero
catastro_gdl,informix,TABLA,cuentas_entrevista_tesorero_2
catastro_gdl,informix,TABLA,cuentas_mal_banco
catastro_gdl,informix,TABLA,cuentas_nocod
catastro_gdl,informix,TABLA,cuotas_transm
catastro_gdl,informix,TABLA,cvecatastral
catastro_gdl,informix,TABLA,cvecatastral_centro_gdl
catastro_gdl,informix,TABLA,cvecuentarp
catastro_gdl,informix,TABLA,dat2014_loss
catastro_gdl,informix,TABLA,dep_giro
catastro_gdl,informix,TABLA,dep_giroverif
catastro_gdl,informix,TABLA,deptos
catastro_gdl,informix,TABLA,descactualizaciontrans
catastro_gdl,informix,TABLA,descderlic
catastro_gdl,informix,TABLA,descmulta
catastro_gdl,informix,TABLA,descmultadiftransm
catastro_gdl,informix,TABLA,descmultaexttrans
catastro_gdl,informix,TABLA,descmultalic
catastro_gdl,informix,TABLA,descmultampal
catastro_gdl,informix,TABLA,descmultatrans
catastro_gdl,informix,TABLA,descpred
catastro_gdl,informix,TABLA,descpred2018
catastro_gdl,informix,TABLA,descpredtmp
catastro_gdl,informix,TABLA,descrec
catastro_gdl,informix,TABLA,descrectrans
catastro_gdl,informix,TABLA,descserv
catastro_gdl,informix,TABLA,descto_zocentro
catastro_gdl,informix,TABLA,descuentos2008
catastro_gdl,informix,TABLA,detejecutor
catastro_gdl,informix,TABLA,detreqanun
catastro_gdl,informix,TABLA,detreqbflic
catastro_gdl,informix,TABLA,detreqbfpredial
catastro_gdl,informix,TABLA,detreqlic
catastro_gdl,informix,TABLA,detreqpredial
catastro_gdl,informix,TABLA,detsal_licnvo
catastro_gdl,informix,TABLA,detsaldos
catastro_gdl,informix,TABLA,detsaldos7bim
catastro_gdl,informix,TABLA,detsaldos_14loss
catastro_gdl,informix,TABLA,dictamen
catastro_gdl,informix,TABLA,dictamenes
catastro_gdl,informix,TABLA,dictdeuso
catastro_gdl,informix,TABLA,digital_docs
catastro_gdl,informix,TABLA,diligencias_ext
catastro_gdl,informix,TABLA,documentos
catastro_gdl,informix,TABLA,duplicados
catastro_gdl,informix,TABLA,ejecutor
catastro_gdl,informix,TABLA,ejecutor_recaud
catastro_gdl,informix,TABLA,ejercicio
catastro_gdl,informix,TABLA,empresa_paso
catastro_gdl,informix,TABLA,envios2005
catastro_gdl,informix,TABLA,envios20051
catastro_gdl,informix,TABLA,equipos
catastro_gdl,informix,TABLA,escrituras_400
catastro_gdl,informix,TABLA,estadisticas
catastro_gdl,informix,TABLA,estmultas
catastro_gdl,informix,TABLA,facturar_transm
catastro_gdl,informix,TABLA,faltan2005
catastro_gdl,informix,TABLA,faltan_abstencion
catastro_gdl,informix,TABLA,fea_intento
catastro_gdl,informix,TABLA,folio_descpred
catastro_gdl,informix,TABLA,folios
catastro_gdl,informix,TABLA,fraccionam
catastro_gdl,informix,TABLA,gastmult
catastro_gdl,informix,TABLA,giro_req
catastro_gdl,informix,TABLA,gisinnva_recaudado_predial
catastro_gdl,informix,TABLA,gob_federal
catastro_gdl,informix,TABLA,gobest_predtrx
catastro_gdl,informix,TABLA,grm_resultados
catastro_gdl,informix,TABLA,h_anuncios
catastro_gdl,informix,TABLA,h_c_giros
catastro_gdl,informix,TABLA,h_catastro
catastro_gdl,informix,TABLA,h_catastro_p
catastro_gdl,informix,TABLA,h_descmultampal
catastro_gdl,informix,TABLA,h_detsal_lic
catastro_gdl,informix,TABLA,h_licencias
catastro_gdl,informix,TABLA,h_multas_art
catastro_gdl,informix,TABLA,h_multas_compl
catastro_gdl,informix,TABLA,h_multasnvo
catastro_gdl,informix,TABLA,h_norequeriblelic
catastro_gdl,informix,TABLA,h_norequeribles
catastro_gdl,informix,TABLA,h_reqpredial
catastro_gdl,informix,TABLA,h_tramites
catastro_gdl,informix,TABLA,h_valores
catastro_gdl,informix,TABLA,his_uem
catastro_gdl,informix,TABLA,historico
catastro_gdl,informix,TABLA,hologramas
catastro_gdl,informix,TABLA,horario_usuario
catastro_gdl,informix,TABLA,imprecpre
catastro_gdl,informix,TABLA,imprectp
catastro_gdl,informix,TABLA,impuestotransp
catastro_gdl,informix,TABLA,inc_contrib
catastro_gdl,informix,TABLA,inconf_exp400
catastro_gdl,informix,TABLA,inconf_expd400
catastro_gdl,informix,TABLA,inconfdoctos
catastro_gdl,informix,TABLA,inconformidades
catastro_gdl,informix,TABLA,inconfsolic
catastro_gdl,informix,TABLA,indiviso
catastro_gdl,informix,TABLA,info2007_3
catastro_gdl,informix,TABLA,k_desglose
catastro_gdl,informix,TABLA,k_detsaldos
catastro_gdl,informix,TABLA,k_detsaldos_nvo
catastro_gdl,informix,TABLA,k_pagos
catastro_gdl,informix,TABLA,lic_anuncios_conveniados
catastro_gdl,informix,TABLA,lic_anuncios_conveniados_licencias
catastro_gdl,informix,TABLA,lic_autoev
catastro_gdl,informix,TABLA,lic_autpago
catastro_gdl,informix,TABLA,lic_cancel
catastro_gdl,informix,TABLA,lic_condonadas
catastro_gdl,informix,TABLA,lic_derechos_costos
catastro_gdl,informix,TABLA,lic_derechos_salon_eventos
catastro_gdl,informix,TABLA,lic_detgrupo
catastro_gdl,informix,TABLA,lic_fundamentos_notificaciones
catastro_gdl,informix,TABLA,lic_grupos
catastro_gdl,informix,TABLA,lic_kpgel
catastro_gdl,informix,TABLA,lic_maq
catastro_gdl,informix,TABLA,lic_micro_costo_solic
catastro_gdl,informix,TABLA,lic_micro_descto_forma
catastro_gdl,informix,TABLA,lic_micro_soporte
catastro_gdl,informix,TABLA,lic_microgeneradores
catastro_gdl,informix,TABLA,lic_microgeneradores_costos
catastro_gdl,informix,TABLA,lic_microgeneradores_cvecat
catastro_gdl,informix,TABLA,lic_microgeneradores_folios
catastro_gdl,informix,TABLA,lic_microgeneradores_tramites
catastro_gdl,informix,TABLA,lic_nopagsol
catastro_gdl,informix,TABLA,lic_norecargos
catastro_gdl,informix,TABLA,lic_pagoparcial
catastro_gdl,informix,TABLA,lic_pagos400
catastro_gdl,informix,TABLA,lic_permisos
catastro_gdl,informix,TABLA,lic_permisos_catalogo
catastro_gdl,informix,TABLA,lic_ppaganun
catastro_gdl,informix,TABLA,lic_rel_holog
catastro_gdl,informix,TABLA,lic_tramitebaja
catastro_gdl,informix,TABLA,lic_ubic
catastro_gdl,informix,TABLA,lic_ubicses
catastro_gdl,informix,TABLA,lic_web_bitacora
catastro_gdl,informix,TABLA,lic_web_dom
catastro_gdl,informix,TABLA,licencias
catastro_gdl,informix,TABLA,licencias_400
catastro_gdl,informix,TABLA,licencias_edocta
catastro_gdl,informix,TABLA,licencias_zona
catastro_gdl,informix,TABLA,licenciasleyenda
catastro_gdl,informix,TABLA,liga_ava_cat_avaluos
catastro_gdl,informix,TABLA,liga_ava_cat_avaluos_esri
catastro_gdl,informix,TABLA,liga_ava_cat_avaluos_ind
catastro_gdl,informix,TABLA,liga_ava_cat_avaluos_ind17
catastro_gdl,informix,TABLA,liga_ava_esri_avaluos
catastro_gdl,informix,TABLA,liga_linea_trans
catastro_gdl,informix,TABLA,linea_banamex
catastro_gdl,informix,TABLA,linea_capturalic
catastro_gdl,informix,TABLA,linea_capturanoade
catastro_gdl,informix,TABLA,linea_capturapred
catastro_gdl,informix,TABLA,linea_capturapred_base13
catastro_gdl,informix,TABLA,linea_capturatrans
catastro_gdl,informix,TABLA,mal2005
catastro_gdl,informix,TABLA,manz_col
catastro_gdl,informix,TABLA,masiva
catastro_gdl,informix,TABLA,masiva_prueba
catastro_gdl,informix,TABLA,mensaje_ctasbloq
catastro_gdl,informix,TABLA,meses
catastro_gdl,informix,TABLA,mod_manual
catastro_gdl,informix,TABLA,moviles
catastro_gdl,informix,TABLA,movserv
catastro_gdl,informix,TABLA,movtos
catastro_gdl,informix,TABLA,multas
catastro_gdl,informix,TABLA,multas_articulos
catastro_gdl,informix,TABLA,multas_complemento
catastro_gdl,informix,TABLA,multassindescaut
catastro_gdl,informix,TABLA,n_contrib
catastro_gdl,informix,TABLA,nacho_2tmp
catastro_gdl,informix,TABLA,natcalidpro
catastro_gdl,informix,TABLA,no_laborales
catastro_gdl,informix,TABLA,no_laboraleslic
catastro_gdl,informix,TABLA,noadeudo
catastro_gdl,informix,TABLA,nodo_vial
catastro_gdl,informix,TABLA,nomint_folios
catastro_gdl,informix,TABLA,noprop
catastro_gdl,informix,TABLA,norequeriblelic
catastro_gdl,informix,TABLA,norequeriblemul
catastro_gdl,informix,TABLA,norequeribles
catastro_gdl,informix,TABLA,notario
catastro_gdl,informix,TABLA,obs_condominio
catastro_gdl,informix,TABLA,obs_texto
catastro_gdl,informix,TABLA,observ
catastro_gdl,informix,TABLA,observ_400
catastro_gdl,informix,TABLA,observatransm
catastro_gdl,informix,TABLA,obsint2005
catastro_gdl,informix,TABLA,ortsatach
catastro_gdl,informix,TABLA,pago_diversos
catastro_gdl,informix,TABLA,pagos
catastro_gdl,informix,TABLA,pagos_400
catastro_gdl,informix,TABLA,pagos_aplicados
catastro_gdl,informix,TABLA,pagos_favor
catastro_gdl,informix,TABLA,pagos_sdosfavor
catastro_gdl,informix,TABLA,pagos_tarjeta
catastro_gdl,informix,TABLA,pagosapl_sdosfavor
catastro_gdl,informix,TABLA,pagoscan
catastro_gdl,informix,TABLA,pagosoxxo2004
catastro_gdl,informix,TABLA,pagprotes
catastro_gdl,informix,TABLA,paidtmp_predial
catastro_gdl,informix,TABLA,para_carta
catastro_gdl,informix,TABLA,parametros
catastro_gdl,informix,TABLA,parametros_2013
catastro_gdl,informix,TABLA,parametros_2014
catastro_gdl,informix,TABLA,parametros_buenfin
catastro_gdl,informix,TABLA,parametros_lic
catastro_gdl,informix,TABLA,parametros_temp
catastro_gdl,informix,TABLA,parametros_valuacion
catastro_gdl,informix,TABLA,parametros_web
catastro_gdl,informix,TABLA,paso
catastro_gdl,informix,TABLA,paso_detsaldos
catastro_gdl,informix,TABLA,paso_reqpredial
catastro_gdl,informix,TABLA,paso_valoradeudo
catastro_gdl,informix,TABLA,pbcatcol
catastro_gdl,informix,TABLA,pbcatedt
catastro_gdl,informix,TABLA,pbcatfmt
catastro_gdl,informix,TABLA,pbcattbl
catastro_gdl,informix,TABLA,pbcatvld
catastro_gdl,informix,TABLA,peritos
catastro_gdl,informix,TABLA,pi_mal
catastro_gdl,informix,TABLA,poligono_a_geobase
catastro_gdl,informix,TABLA,pred_no_calregos
catastro_gdl,informix,TABLA,predial_bancos1
catastro_gdl,informix,TABLA,predial_cargos_extra_aux
catastro_gdl,informix,TABLA,predial_diferencias
catastro_gdl,informix,TABLA,predial_group
catastro_gdl,informix,TABLA,predial_internetp
catastro_gdl,informix,TABLA,predial_pagoelec
catastro_gdl,informix,TABLA,prediosmpio
catastro_gdl,informix,TABLA,presc_multas
catastro_gdl,informix,TABLA,presc_pred_reqcanc
catastro_gdl,informix,TABLA,presc_pred_solic
catastro_gdl,informix,TABLA,prescripcion
catastro_gdl,informix,TABLA,printer_config
catastro_gdl,informix,TABLA,prodema
catastro_gdl,informix,TABLA,prog_aplic
catastro_gdl,informix,TABLA,proy_pago_05
catastro_gdl,informix,TABLA,pubmain_movtospres
catastro_gdl,informix,TABLA,puente_gis
catastro_gdl,informix,TABLA,rastreo
catastro_gdl,informix,TABLA,recauda_centros
catastro_gdl,informix,TABLA,recaudado_predial
catastro_gdl,informix,TABLA,recaudado_predial1
catastro_gdl,informix,TABLA,recaudado_predial4
catastro_gdl,informix,TABLA,receptcontrib
catastro_gdl,informix,TABLA,recuper_pgel
catastro_gdl,informix,TABLA,regprop
catastro_gdl,informix,TABLA,regproppaso
catastro_gdl,informix,TABLA,regpropresp
catastro_gdl,informix,TABLA,rel_giro
catastro_gdl,informix,TABLA,rep_contrib
catastro_gdl,informix,TABLA,replegtransm
catastro_gdl,informix,TABLA,representa
catastro_gdl,informix,TABLA,reprocesa2011
catastro_gdl,informix,TABLA,req_400
catastro_gdl,informix,TABLA,req_aux
catastro_gdl,informix,TABLA,req_bimestre
catastro_gdl,informix,TABLA,req_resolucion
catastro_gdl,informix,TABLA,reqanuncios
catastro_gdl,informix,TABLA,reqbflicencias
catastro_gdl,informix,TABLA,reqbfpredial
catastro_gdl,informix,TABLA,reqdiftransmision
catastro_gdl,informix,TABLA,reqlicencias
catastro_gdl,informix,TABLA,reqlicencias_fea
catastro_gdl,informix,TABLA,reqmultas
catastro_gdl,informix,TABLA,reqpredial
catastro_gdl,informix,TABLA,reqpredial_cancel_auto
catastro_gdl,informix,TABLA,reqpredial_fea
catastro_gdl,informix,TABLA,resolucdobledescto
catastro_gdl,informix,TABLA,resolucion_juez
catastro_gdl,informix,TABLA,resoluciones
catastro_gdl,informix,TABLA,resoluciones_ing
catastro_gdl,informix,TABLA,responsivas
catastro_gdl,informix,TABLA,rev051
catastro_gdl,informix,TABLA,revisiones
catastro_gdl,informix,TABLA,rol_det
catastro_gdl,informix,TABLA,rol_permisos
catastro_gdl,informix,TABLA,roles
catastro_gdl,informix,TABLA,ruc
catastro_gdl,informix,TABLA,salarios
catastro_gdl,informix,TABLA,salda1999
catastro_gdl,informix,TABLA,salda1999_a
catastro_gdl,informix,TABLA,saldados
catastro_gdl,informix,TABLA,saldados1
catastro_gdl,informix,TABLA,saldados2
catastro_gdl,informix,TABLA,saldadosdpp
catastro_gdl,informix,TABLA,saldadoslic
catastro_gdl,informix,TABLA,saldos
catastro_gdl,informix,TABLA,saldosafavor
catastro_gdl,informix,TABLA,saldosafavor_anu
catastro_gdl,informix,TABLA,saldosafavor_anud
catastro_gdl,informix,TABLA,saldosafavor_lic
catastro_gdl,informix,TABLA,saldosafavor_licd
catastro_gdl,informix,TABLA,scf04avt
catastro_gdl,informix,TABLA,sdosfavor
catastro_gdl,informix,TABLA,seg_revision
catastro_gdl,informix,TABLA,seginconf
catastro_gdl,informix,TABLA,servctas
catastro_gdl,informix,TABLA,servpub
catastro_gdl,informix,TABLA,ses_usos_cdfi
catastro_gdl,informix,TABLA,sin_cartograf
catastro_gdl,informix,TABLA,sociedadlegal
catastro_gdl,informix,TABLA,solic
catastro_gdl,informix,TABLA,solic_sdosfavor
catastro_gdl,informix,TABLA,solic_transmision
catastro_gdl,informix,TABLA,solic_transmision_bita
catastro_gdl,informix,TABLA,solicnooficial
catastro_gdl,informix,TABLA,sup_0_2005
catastro_gdl,informix,TABLA,suseavaexterno
catastro_gdl,informix,TABLA,suseavaexterno_valorreferido
catastro_gdl,informix,TABLA,susevalorreferido
catastro_gdl,informix,TABLA,sysaggregates
catastro_gdl,informix,TABLA,sysams
catastro_gdl,informix,TABLA,sysattrtypes
catastro_gdl,informix,TABLA,sysautolocate
catastro_gdl,informix,TABLA,sysbacklcs
catastro_gdl,informix,TABLA,sysbacktram
catastro_gdl,informix,TABLA,sysblobs
catastro_gdl,informix,TABLA,syscasts
catastro_gdl,informix,TABLA,syschecks
catastro_gdl,informix,TABLA,syscolattribs
catastro_gdl,informix,TABLA,syscolauth
catastro_gdl,informix,TABLA,syscoldepend
catastro_gdl,informix,TABLA,syscolumns
catastro_gdl,informix,TABLA,sysconstraints
catastro_gdl,informix,TABLA,sysdefaults
catastro_gdl,informix,TABLA,sysdepend
catastro_gdl,informix,TABLA,sysdirectives
catastro_gdl,informix,TABLA,sysdistrib
catastro_gdl,informix,TABLA,syserrors
catastro_gdl,informix,TABLA,sysextcols
catastro_gdl,informix,TABLA,sysextdfiles
catastro_gdl,informix,TABLA,sysexternal
catastro_gdl,informix,TABLA,sysfragauth
catastro_gdl,informix,TABLA,sysfragdist
catastro_gdl,informix,TABLA,sysfragments
catastro_gdl,informix,TABLA,sysindices
catastro_gdl,informix,TABLA,sysinherits
catastro_gdl,informix,TABLA,syslangauth
catastro_gdl,informix,TABLA,syslogmap
catastro_gdl,informix,TABLA,sysobjstate
catastro_gdl,informix,TABLA,sysopclasses
catastro_gdl,informix,TABLA,sysopclstr
catastro_gdl,informix,TABLA,sysprocauth
catastro_gdl,informix,TABLA,sysprocbody
catastro_gdl,informix,TABLA,sysproccolumns
catastro_gdl,informix,TABLA,sysprocedures
catastro_gdl,informix,TABLA,sysprocplan
catastro_gdl,informix,TABLA,sysr3gpr0p
catastro_gdl,informix,TABLA,sysreferences
catastro_gdl,informix,TABLA,sysroleauth
catastro_gdl,informix,TABLA,sysroutinelangs
catastro_gdl,informix,TABLA,sysseclabelauth
catastro_gdl,informix,TABLA,sysseclabelcomponentelements
catastro_gdl,informix,TABLA,sysseclabelcomponents
catastro_gdl,informix,TABLA,sysseclabelnames
catastro_gdl,informix,TABLA,sysseclabels
catastro_gdl,informix,TABLA,syssecpolicies
catastro_gdl,informix,TABLA,syssecpolicycomponents
catastro_gdl,informix,TABLA,syssecpolicyexemptions
catastro_gdl,informix,TABLA,syssequences
catastro_gdl,informix,TABLA,syssurrogateauth
catastro_gdl,informix,TABLA,syssynonyms
catastro_gdl,informix,TABLA,syssyntable
catastro_gdl,informix,TABLA,systabamdata
catastro_gdl,informix,TABLA,systabauth
catastro_gdl,informix,TABLA,systables
catastro_gdl,informix,TABLA,systraceclasses
catastro_gdl,informix,TABLA,systracemsgs
catastro_gdl,informix,TABLA,systrigbody
catastro_gdl,informix,TABLA,systriggers
catastro_gdl,informix,TABLA,sysusers
catastro_gdl,informix,TABLA,sysviews
catastro_gdl,informix,TABLA,sysviolations
catastro_gdl,informix,TABLA,sysxadatasources
catastro_gdl,informix,TABLA,sysxasourcetypes
catastro_gdl,informix,TABLA,sysxtddesc
catastro_gdl,informix,TABLA,sysxtdtypeauth
catastro_gdl,informix,TABLA,sysxtdtypes
catastro_gdl,informix,TABLA,ta_anuncioscan
catastro_gdl,informix,TABLA,ta_pasopad
catastro_gdl,informix,TABLA,ta_pres_dev_ing
catastro_gdl,informix,TABLA,tabexen
catastro_gdl,informix,TABLA,tb_repar_compro
catastro_gdl,informix,TABLA,temp_coplaur
catastro_gdl,informix,TABLA,temp_descmulta
catastro_gdl,informix,TABLA,temp_desctos
catastro_gdl,informix,TABLA,temp_lic24
catastro_gdl,informix,TABLA,temp_valores2010
catastro_gdl,informix,TABLA,tempcec
catastro_gdl,informix,TABLA,tiempo
catastro_gdl,informix,TABLA,tipo_coplaur
catastro_gdl,informix,TABLA,tmp_adultomayor
catastro_gdl,informix,TABLA,tmp_anunciosmal
catastro_gdl,informix,TABLA,tmp_avaluos_2022
catastro_gdl,informix,TABLA,tmp_avaluos_2022_a
catastro_gdl,informix,TABLA,tmp_avaluos_2022_casos4
catastro_gdl,informix,TABLA,tmp_c_giros
catastro_gdl,informix,TABLA,tmp_canc_descpred_axo
catastro_gdl,informix,TABLA,tmp_comprobantes2024
catastro_gdl,informix,TABLA,tmp_comprobantes_2022
catastro_gdl,informix,TABLA,tmp_crecargos
catastro_gdl,informix,TABLA,tmp_cuentassin2024
catastro_gdl,informix,TABLA,tmp_cvecuenta
catastro_gdl,informix,TABLA,tmp_difconstruc
catastro_gdl,informix,TABLA,tmp_diferencias_valmas2022_enero
catastro_gdl,informix,TABLA,tmp_diferencias_valmas2022_enero_dif
catastro_gdl,informix,TABLA,tmp_diferencias_valmas2022_enero_dif_2
catastro_gdl,informix,TABLA,tmp_edoscta
catastro_gdl,informix,TABLA,tmp_electronicos
catastro_gdl,informix,TABLA,tmp_error
catastro_gdl,informix,TABLA,tmp_fideicomiso
catastro_gdl,informix,TABLA,tmp_impuestos_erroneos_2022
catastro_gdl,informix,TABLA,tmp_lic_derechos_costos
catastro_gdl,informix,TABLA,tmp_lic_micro_nuevas2023
catastro_gdl,informix,TABLA,tmp_lic_micro_nuevas2023_principales
catastro_gdl,informix,TABLA,tmp_lic_micro_nuevas2023_repetidas
catastro_gdl,informix,TABLA,tmp_lic_micro_pagos
catastro_gdl,informix,TABLA,tmp_lic_micro_refrendo2023
catastro_gdl,informix,TABLA,tmp_lic_micro_refrendo2023_1_enero
catastro_gdl,informix,TABLA,tmp_lic_micro_refrendo2023_4_enero
catastro_gdl,informix,TABLA,tmp_lic_micro_refrendo2023_4_enero_descto
catastro_gdl,informix,TABLA,tmp_lic_migra_actividades
catastro_gdl,informix,TABLA,tmp_lic_migra_catalogo_visor
catastro_gdl,informix,TABLA,tmp_licencias_predio_2022
catastro_gdl,informix,TABLA,tmp_licencias_predio_2022_09_12
catastro_gdl,informix,TABLA,tmp_licencias_recaudacion_giros_a
catastro_gdl,informix,TABLA,tmp_licencias_recaudacion_giros_a_pagos
catastro_gdl,informix,TABLA,tmp_modernos
catastro_gdl,informix,TABLA,tmp_pago_revision_2022
catastro_gdl,informix,TABLA,tmp_pago_revision_2022_2
catastro_gdl,informix,TABLA,tmp_pagosfavor
catastro_gdl,informix,TABLA,tmp_pred_bf_2022_pe
catastro_gdl,informix,TABLA,tmp_predial_cuentas_pagadas_con_saldo
catastro_gdl,informix,TABLA,tmp_predial_pe_revision
catastro_gdl,informix,TABLA,tmp_pruebas_cron
catastro_gdl,informix,TABLA,tmp_reprocesadetsaldos2024
catastro_gdl,informix,TABLA,tmp_reprocesaimpuestobaja2024
catastro_gdl,informix,TABLA,tmp_reprocesavalorfiscal2024
catastro_gdl,informix,TABLA,tmp_saldofavor
catastro_gdl,informix,TABLA,tmp_seguros_pelectronico
catastro_gdl,informix,TABLA,tmp_sinmasivo
catastro_gdl,informix,TABLA,tmp_sinvalconst
catastro_gdl,informix,TABLA,tmp_tasas_2021
catastro_gdl,informix,TABLA,tmp_ubicalic
catastro_gdl,informix,TABLA,tmp_ubicalic_ant
catastro_gdl,informix,TABLA,tmp_usos
catastro_gdl,informix,TABLA,tmp_valmas2023_abstenciones
catastro_gdl,informix,TABLA,tmp_valmas2023_canc_desc_auto
catastro_gdl,informix,TABLA,tmp_valmas2023_comprobantes
catastro_gdl,informix,TABLA,tmp_valoradeudo_2022_a
catastro_gdl,informix,TABLA,tmp_valores_2022_a
catastro_gdl,informix,TABLA,tmp_valuacion_julio_2022_casos1
catastro_gdl,informix,TABLA,tmp_valuacion_julio_2022_casos1_cat_cuentas
catastro_gdl,informix,TABLA,tmp_valuacion_julio_2022_casos1_cat_cuentas_p2
catastro_gdl,informix,TABLA,tmp_valuacion_julio_2023
