base,esquema,tipo,nombre,base_destino_postgresql,esquema_destino,sin_destino,sistemas_uso
catastro_gdl,informix,SP,ifx_grid_procedure,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_grid_purge,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_grid_purge,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_grid_purge,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_grid_purge,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_grid_purge,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_grid_purge,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_grid_purge,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_grid_redo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_grid_redo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_grid_redo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_grid_redo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_grid_redo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_grid_redo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_grid_redo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_grid_release,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_grid_remove,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_gridquery_skipped_node_count,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_gridquery_skipped_nodes,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_invalid_module,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_lo_alter,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_lo_close,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_lo_col_sbinfo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_lo_create,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_lo_filename,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_lo_from_file,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_lo_lock,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_lo_open,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_lo_release,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_lo_seek,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_lo_stat,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_lo_tell,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_lo_to_file,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_lo_truncate,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_lo_unlock,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_load_internal,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_load_module,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_match_external,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_new_external,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_node_id,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_node_name,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_param_ids,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_param_types,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_replace_module,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_replace_module,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_ret_ids,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_ret_types,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_set_erstate,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_set_erstate,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_sha_settrace,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_shard_delete,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_trigger_action,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_trigger_cols,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_unload_module,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ifx_update_extern,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ikeyextractcolno,padron_licencias,comun,NO,
catastro_gdl,informix,SP,impto_tmpproy,padron_licencias,comun,NO,
catastro_gdl,informix,SP,indexkeyarray_out,padron_licencias,comun,NO,
catastro_gdl,informix,SP,indexkeyarray_out,padron_licencias,comun,NO,
catastro_gdl,informix,SP,indexkeyarray_send,padron_licencias,comun,NO,
catastro_gdl,informix,SP,indexkeyarray_send,padron_licencias,comun,NO,
catastro_gdl,informix,SP,infracmpal_consultalic,padron_licencias,comun,NO,
catastro_gdl,informix,SP,init_aggrelem,padron_licencias,comun,NO,
catastro_gdl,informix,SP,init_aggrelemc,padron_licencias,comun,NO,
catastro_gdl,informix,SP,init_aggrschema,padron_licencias,comun,NO,
catastro_gdl,informix,SP,init_aggrschemac,padron_licencias,comun,NO,
catastro_gdl,informix,SP,init_aggrxml,padron_licencias,comun,NO,
catastro_gdl,informix,SP,init_aggrxmlc,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_bitaconst,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_cad,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_catas1,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_comproblic,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_cond,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_contr,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_convcta1,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_detpago,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_detpago_conv,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_detpago_sdos,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_detreq,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_detreqbflic,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_detreqlic,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_detsaldos_conv,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_recaraseo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_regprop1,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_reqbflic,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_reqlicenciafea,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_saldos,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ins_valmodif,padron_licencias,comun,NO,
catastro_gdl,informix,SP,integra_pagoadmin_licanun,padron_licencias,comun,NO,
catastro_gdl,informix,SP,internet_totalespred,padron_licencias,comun,NO,
catastro_gdl,informix,SP,is_pattern_arg,padron_licencias,comun,NO,
catastro_gdl,informix,SP,iter_aggrelem,padron_licencias,comun,NO,
catastro_gdl,informix,SP,iter_aggrelemc,padron_licencias,comun,NO,
catastro_gdl,informix,SP,iter_aggrschema,padron_licencias,comun,NO,
catastro_gdl,informix,SP,iter_aggrschemac,padron_licencias,comun,NO,
catastro_gdl,informix,SP,iter_aggrxml,padron_licencias,comun,NO,
catastro_gdl,informix,SP,iter_aggrxmlc,padron_licencias,comun,NO,
catastro_gdl,informix,SP,j_tommy1,padron_licencias,comun,NO,
catastro_gdl,informix,SP,j_tommy11,padron_licencias,comun,NO,
catastro_gdl,informix,SP,j_tommy2,padron_licencias,comun,NO,
catastro_gdl,informix,SP,j_tommy21,padron_licencias,comun,NO,
catastro_gdl,informix,SP,javaclass,padron_licencias,comun,NO,
catastro_gdl,informix,SP,json_export_bin,padron_licencias,comun,NO,
catastro_gdl,informix,SP,json_export_txt,padron_licencias,comun,NO,
catastro_gdl,informix,SP,json_import_bin,padron_licencias,comun,NO,
catastro_gdl,informix,SP,json_import_txt,padron_licencias,comun,NO,
catastro_gdl,informix,SP,json_in,padron_licencias,comun,NO,
catastro_gdl,informix,SP,json_out,padron_licencias,comun,NO,
catastro_gdl,informix,SP,json_recv,padron_licencias,comun,NO,
catastro_gdl,informix,SP,json_send,padron_licencias,comun,NO,
catastro_gdl,informix,SP,json_to_bson,padron_licencias,comun,NO,
catastro_gdl,informix,SP,jsonoutput,padron_licencias,comun,NO,
catastro_gdl,informix,SP,jvpcontrol,padron_licencias,comun,NO,
catastro_gdl,informix,SP,kio_pagodiverso,padron_licencias,comun,NO,
catastro_gdl,informix,SP,kio_pagolicgiro3,padron_licencias,comun,NO,
catastro_gdl,informix,SP,kiosco_lic_totales,padron_licencias,comun,NO,
catastro_gdl,informix,SP,kiosco_lic_totales1,padron_licencias,comun,NO,
catastro_gdl,informix,SP,kiosco_lic_totalesx,padron_licencias,comun,NO,
catastro_gdl,informix,SP,kiosco_totalespred,padron_licencias,comun,NO,
catastro_gdl,informix,SP,kiosco_totalespred_ant,padron_licencias,comun,NO,
catastro_gdl,informix,SP,kiosco_totalespred_nvo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,kiosco_totalesprednvo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ld_cartasext,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ld_ind_adeudo_cartera,padron_licencias,comun,NO,
catastro_gdl,informix,SP,ldconducta_predial,padron_licencias,comun,NO,
catastro_gdl,informix,SP,lessthan,padron_licencias,comun,NO,
catastro_gdl,informix,SP,lessthanorequal,padron_licencias,comun,NO,
catastro_gdl,informix,SP,leyendalic,padron_licencias,comun,NO,
catastro_gdl,informix,SP,lic_carga_derechos_actividades,padron_licencias,comun,NO,
catastro_gdl,informix,SP,lic_estadistica,padron_licencias,comun,NO,
catastro_gdl,informix,SP,lic_registro_microgenerador,padron_licencias,comun,NO,
catastro_gdl,informix,SP,lic_sumaderechos,padron_licencias,comun,NO,
catastro_gdl,informix,SP,licencia_descmultalic,padron_licencias,comun,NO,
catastro_gdl,informix,SP,licencia_descreclic,padron_licencias,comun,NO,
catastro_gdl,informix,SP,licencia_descuentos,padron_licencias,comun,NO,
catastro_gdl,informix,SP,licencia_descuentosx,padron_licencias,comun,NO,
catastro_gdl,informix,SP,liga_anuncio,padron_licencias,comun,NO,
catastro_gdl,informix,SP,liga_incof_trans,padron_licencias,comun,NO,
catastro_gdl,informix,SP,linea_banamex,padron_licencias,comun,NO,
catastro_gdl,informix,SP,linea_banamex1,padron_licencias,comun,NO,
catastro_gdl,informix,SP,linea_banamex2,padron_licencias,comun,NO,
catastro_gdl,informix,SP,linea_capturalic,padron_licencias,comun,NO,
catastro_gdl,informix,SP,linea_capturanoade,padron_licencias,comun,NO,
catastro_gdl,informix,SP,linea_capturapred_000,padron_licencias,comun,NO,
catastro_gdl,informix,SP,linea_capturapred_001,padron_licencias,comun,NO,
catastro_gdl,informix,SP,linea_capturapred_002,padron_licencias,comun,NO,
catastro_gdl,informix,SP,linea_capturapred_kio,padron_licencias,comun,NO,
catastro_gdl,informix,SP,linea_capturapred13_003,padron_licencias,comun,NO,
catastro_gdl,informix,SP,linea_capturapred18_004,padron_licencias,comun,NO,
catastro_gdl,informix,SP,linea_capturapred19,padron_licencias,comun,NO,
catastro_gdl,informix,SP,linea_capturapred19,padron_licencias,comun,NO,
catastro_gdl,informix,SP,linea_capturapred19r,padron_licencias,comun,NO,
catastro_gdl,informix,SP,linea_capturapred19ra,padron_licencias,comun,NO,
catastro_gdl,informix,SP,linea_capturapredec,padron_licencias,comun,NO,
catastro_gdl,informix,SP,linea_carga,padron_licencias,comun,NO,
catastro_gdl,informix,SP,llvc_export_bin,padron_licencias,comun,NO,
catastro_gdl,informix,SP,llvc_export_txt,padron_licencias,comun,NO,
catastro_gdl,informix,SP,llvc_import_bin,padron_licencias,comun,NO,
catastro_gdl,informix,SP,llvc_import_txt,padron_licencias,comun,NO,
catastro_gdl,informix,SP,llvc_in,padron_licencias,comun,NO,
catastro_gdl,informix,SP,llvc_out,padron_licencias,comun,NO,
catastro_gdl,informix,SP,llvc_recv,padron_licencias,comun,NO,
catastro_gdl,informix,SP,llvc_send,padron_licencias,comun,NO,
catastro_gdl,informix,SP,locate,padron_licencias,comun,NO,
catastro_gdl,informix,SP,locopy,padron_licencias,comun,NO,
catastro_gdl,informix,SP,locopy,padron_licencias,comun,NO,
catastro_gdl,informix,SP,locopy,padron_licencias,comun,NO,
catastro_gdl,informix,SP,locopy,padron_licencias,comun,NO,
catastro_gdl,informix,SP,locopy_blobpre1170,padron_licencias,comun,NO,
catastro_gdl,informix,SP,locopy_clobpre1170,padron_licencias,comun,NO,
catastro_gdl,informix,SP,lohandles,padron_licencias,comun,NO,
catastro_gdl,informix,SP,lohandles,padron_licencias,comun,NO,
catastro_gdl,informix,SP,lolist_in,padron_licencias,comun,NO,
catastro_gdl,informix,SP,lolist_out,padron_licencias,comun,NO,
catastro_gdl,informix,SP,lolist_recv,padron_licencias,comun,NO,
catastro_gdl,informix,SP,lolist_send,padron_licencias,comun,NO,
catastro_gdl,informix,SP,lotofile,padron_licencias,comun,NO,
catastro_gdl,informix,SP,lotofile,padron_licencias,comun,NO,
catastro_gdl,informix,SP,masiva_asigna_req,padron_licencias,comun,NO,
catastro_gdl,informix,SP,masiva_asigna_req,padron_licencias,comun,NO,
catastro_gdl,informix,SP,masiva_asigna_reqs,padron_licencias,comun,NO,
catastro_gdl,informix,SP,metadata_1,padron_licencias,comun,NO,
catastro_gdl,informix,SP,metadata_2,padron_licencias,comun,NO,
catastro_gdl,informix,SP,mi_cast_datum,padron_licencias,comun,NO,
catastro_gdl,informix,SP,mi_cast_datum,padron_licencias,comun,NO,
catastro_gdl,informix,SP,mi_cast_datum,padron_licencias,comun,NO,
catastro_gdl,informix,SP,mi_cast_datum,padron_licencias,comun,NO,
catastro_gdl,informix,SP,mi_get_typedesc,padron_licencias,comun,NO,
catastro_gdl,informix,SP,mi_get_typedesc,padron_licencias,comun,NO,
catastro_gdl,informix,SP,modregprop,padron_licencias,comun,NO,
catastro_gdl,informix,SP,mov_linea_capturapred,padron_licencias,comun,NO,
catastro_gdl,informix,SP,movil_cons_rpp,padron_licencias,comun,NO,
catastro_gdl,informix,SP,movil_totpred,padron_licencias,comun,NO,
catastro_gdl,informix,SP,movil_totpredresp,padron_licencias,comun,NO,
catastro_gdl,informix,SP,movper_descrec,padron_licencias,comun,NO,
catastro_gdl,informix,SP,multasnva_consulta,padron_licencias,comun,NO,
catastro_gdl,informix,SP,multaspagdep,padron_licencias,comun,NO,
catastro_gdl,informix,SP,nk_adeudos_detalle_01,padron_licencias,comun,NO,
catastro_gdl,informix,SP,nk_encabezado_01,padron_licencias,comun,NO,
catastro_gdl,informix,SP,nombres,padron_licencias,comun,NO,
catastro_gdl,informix,SP,notequal,padron_licencias,comun,NO,
catastro_gdl,informix,SP,notequal,padron_licencias,comun,NO,
catastro_gdl,informix,SP,numero,padron_licencias,comun,NO,
catastro_gdl,informix,SP,nvo_frac,padron_licencias,comun,NO,
catastro_gdl,informix,SP,nvo_fracjf,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_actualiza_pendientes,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_adeudos_detalle_08,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_adeudos_detalle_082020,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_adeudos_detalle_082020a,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_adeudos_detalle_082020a_monumentos,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_adeudos_detalle_082020a_mult,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_adeudos_detalle_082020a_test_2022,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_adeudos_detalle_082020b,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_adeudos_detalle_082020c,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_adeudos_detalle_09,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_adeudos_detalle_10,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_adeudos_detalle_11,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_adeudos_detalle_12_tmp,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_adeudos_detalle_12x,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_altadesctos,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_catdesctos,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_consdesctos,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_datos_varios_08,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_datos_varios_09,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_datos_varios_10,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_datos_varios_11,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_datos_varios_12,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_datos_varios_15,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_detalle_impresion,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_detalles_pendientes,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_recibos_pendientes,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_recibos_pendientes,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_recibos_pendientes,padron_licencias,comun,NO,
catastro_gdl,informix,SP,odoo_verifica_detalle_08,padron_licencias,comun,NO,
catastro_gdl,informix,SP,paga_detsal,padron_licencias,comun,NO,
catastro_gdl,informix,SP,paga_detsal_conv,padron_licencias,comun,NO,
catastro_gdl,informix,SP,paga_detsal_conv_2021,padron_licencias,comun,NO,
catastro_gdl,informix,SP,paga_multa,padron_licencias,comun,NO,
catastro_gdl,informix,SP,paga_reqanun,padron_licencias,comun,NO,
catastro_gdl,informix,SP,paga_reqlic,padron_licencias,comun,NO,
catastro_gdl,informix,SP,paga_reqpred,padron_licencias,comun,NO,
catastro_gdl,informix,SP,paga_reqpred_resp13nov,padron_licencias,comun,NO,
catastro_gdl,informix,SP,pasaavaindiv13,padron_licencias,comun,NO,
catastro_gdl,informix,SP,pract_reqpred,padron_licencias,comun,NO,
catastro_gdl,informix,SP,pre_impre_detalle_08,padron_licencias,comun,NO,
catastro_gdl,informix,SP,pred_encabezados_08,padron_licencias,comun,NO,
catastro_gdl,informix,SP,pred_ultperpag,padron_licencias,comun,NO,
catastro_gdl,informix,SP,predial_adeudo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,predial_calcular_saldo_total,padron_licencias,comun,NO,
catastro_gdl,informix,SP,predial_cancelar_descuentos_axo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,predial_cancelar_descuentos_axo_2021,padron_licencias,comun,NO,
catastro_gdl,informix,SP,predial_cancelar_descuentos_axo_v2,padron_licencias,comun,NO,
catastro_gdl,informix,SP,predial_internet,padron_licencias,comun,NO,
catastro_gdl,informix,SP,prepago_cons_rpp,padron_licencias,comun,NO,
catastro_gdl,informix,SP,prepago_cons_rpp1,padron_licencias,comun,NO,
catastro_gdl,informix,SP,prepago_cons_rpp2,padron_licencias,comun,NO,
catastro_gdl,informix,SP,prepago_construc,padron_licencias,comun,NO,
catastro_gdl,informix,SP,prepago_contruc,padron_licencias,comun,NO,
catastro_gdl,informix,SP,prepago_datospred,padron_licencias,comun,NO,
catastro_gdl,informix,SP,prepago_datospred1,padron_licencias,comun,NO,
catastro_gdl,informix,SP,prepago_dpred_rpp,padron_licencias,comun,NO,
catastro_gdl,informix,SP,prepago_dpred_rpp1,padron_licencias,comun,NO,
catastro_gdl,informix,SP,prepago_transm,padron_licencias,comun,NO,
catastro_gdl,informix,SP,prepago_transm_rpp,padron_licencias,comun,NO,
catastro_gdl,informix,SP,presc_det_sal,padron_licencias,comun,NO,
catastro_gdl,informix,SP,presc_req_pres,padron_licencias,comun,NO,
catastro_gdl,informix,SP,procaddin_creaavaluo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,procaddin_creaconstruccion,padron_licencias,comun,NO,
catastro_gdl,informix,SP,procesa_convcta_casopaso,padron_licencias,comun,NO,
catastro_gdl,informix,SP,prueba_dynamicsql,padron_licencias,comun,NO,
catastro_gdl,informix,SP,prueba_xx,padron_licencias,comun,NO,
catastro_gdl,informix,SP,psd_asignamultas,padron_licencias,comun,NO,
catastro_gdl,informix,SP,push_combine,padron_licencias,comun,NO,
catastro_gdl,informix,SP,push_final,padron_licencias,comun,NO,
catastro_gdl,informix,SP,push_init,padron_licencias,comun,NO,
catastro_gdl,informix,SP,push_iter,padron_licencias,comun,NO,
catastro_gdl,informix,SP,push2_combine,padron_licencias,comun,NO,
catastro_gdl,informix,SP,push2_final,padron_licencias,comun,NO,
catastro_gdl,informix,SP,push2_init,padron_licencias,comun,NO,
catastro_gdl,informix,SP,push2_iter,padron_licencias,comun,NO,
catastro_gdl,informix,SP,quitadpp2016,padron_licencias,comun,NO,
catastro_gdl,informix,SP,r_predial_web,padron_licencias,comun,NO,
catastro_gdl,informix,SP,r_predial_web2013,padron_licencias,comun,NO,
catastro_gdl,informix,SP,r_predial_web2013,padron_licencias,comun,NO,
catastro_gdl,informix,SP,r_predial_web2018,padron_licencias,comun,NO,
catastro_gdl,informix,SP,r_predial_web2018r,padron_licencias,comun,NO,
catastro_gdl,informix,SP,r_predial_web2018res,padron_licencias,comun,NO,
catastro_gdl,informix,SP,r_predial_web2018xx,padron_licencias,comun,NO,
catastro_gdl,informix,SP,r_predial_web2019,padron_licencias,comun,NO,
catastro_gdl,informix,SP,r_wspredial_banco,padron_licencias,comun,NO,
catastro_gdl,informix,SP,r_wspredial_banort,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rbo_internetp,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rbo_internetp18,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rbo_internetp19,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rci_beginscan,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rci_close,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rci_create,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rci_delete,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rci_drop,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rci_endscan,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rci_getnext,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rci_insert,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rci_open,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rci_rescan,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rci_scancost,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rci_update,padron_licencias,comun,NO,
catastro_gdl,informix,SP,re_afecta_pagos_odoo_e,padron_licencias,comun,NO,
catastro_gdl,informix,SP,reactiva_descto,padron_licencias,comun,NO,
catastro_gdl,informix,SP,recal_descto2013,padron_licencias,comun,NO,
catastro_gdl,informix,SP,recal_impuesto2019cve,padron_licencias,comun,NO,
catastro_gdl,informix,SP,recalc_descpred,padron_licencias,comun,NO,
catastro_gdl,informix,SP,recalc_dpp,padron_licencias,comun,NO,
catastro_gdl,informix,SP,recalc_dpred,padron_licencias,comun,NO,
catastro_gdl,informix,SP,recalc_imp2019,padron_licencias,comun,NO,
catastro_gdl,informix,SP,recalc_impuesto2019,padron_licencias,comun,NO,
catastro_gdl,informix,SP,recalcula_sdo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,recalcula_sdos,padron_licencias,comun,NO,
catastro_gdl,informix,SP,recalcula_sdos2,padron_licencias,comun,NO,
catastro_gdl,informix,SP,recaudado_mult,padron_licencias,comun,NO,
catastro_gdl,informix,SP,reclic,padron_licencias,comun,NO,
catastro_gdl,informix,SP,reclic2,padron_licencias,comun,NO,
catastro_gdl,informix,SP,reclic2008,padron_licencias,comun,NO,
catastro_gdl,informix,SP,recv_spec,padron_licencias,comun,NO,
catastro_gdl,informix,SP,recv_stat,padron_licencias,comun,NO,
catastro_gdl,informix,SP,redondeocaja,padron_licencias,comun,NO,
catastro_gdl,informix,SP,registra_ctrolregprop,padron_licencias,comun,NO,
catastro_gdl,informix,SP,reglic_web,padron_licencias,comun,NO,
catastro_gdl,informix,SP,reglic_web18,padron_licencias,comun,NO,
catastro_gdl,informix,SP,reglic_web2,padron_licencias,comun,NO,
catastro_gdl,informix,SP,reglic_webx,padron_licencias,comun,NO,
catastro_gdl,informix,SP,reglicdom_web,padron_licencias,comun,NO,
catastro_gdl,informix,SP,reglicdom_web18,padron_licencias,comun,NO,
catastro_gdl,informix,SP,regprop_cuantos,padron_licencias,comun,NO,
catastro_gdl,informix,SP,reload_module,padron_licencias,comun,NO,
catastro_gdl,informix,SP,repara_regprop1,padron_licencias,comun,NO,
catastro_gdl,informix,SP,reporte_descmulta_licencias,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rescasinscad,padron_licencias,comun,NO,
catastro_gdl,informix,SP,resolucion_adeudo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,resolucion_notificaciones,padron_licencias,comun,NO,
catastro_gdl,informix,SP,resolucion_periodos,padron_licencias,comun,NO,
catastro_gdl,informix,SP,restaura_pagpred,padron_licencias,comun,NO,
catastro_gdl,informix,SP,restaura_predconc,padron_licencias,comun,NO,
catastro_gdl,informix,SP,restaura_predial,padron_licencias,comun,NO,
catastro_gdl,informix,SP,restaura_predialpag,padron_licencias,comun,NO,
catastro_gdl,informix,SP,reval_updcatastro2019,padron_licencias,comun,NO,
catastro_gdl,informix,SP,reval_upddestos2019,padron_licencias,comun,NO,
catastro_gdl,informix,SP,revisa_pago_tp,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_abort,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_beginscan,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_check,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_close,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_commit,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_convert,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_cost,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_create,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_delete,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_drop,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_endscan,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_getnext,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_insert,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_open,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_redo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_rescan,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_revert,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_stat,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_tracefile_set,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_tracelevel_set,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_undo,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rlt_update,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rowcast,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rowexport,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rowimport,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rowinput,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rowoutput,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rowrecv,padron_licencias,comun,NO,
catastro_gdl,informix,SP,rowsend,padron_licencias,comun,NO,
